estacao=Sao Paulo (IAG) (9000661)
municipio=São Paulo (3550308)
latitude=-23,65
longitude=-46,62
altitude=787,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
01/09/2018;16,0;sim;23,5;sim;31,0;sim;1,58;sim;0;7;;não;;não;4,91;;;;;;;;;4,4;83,21
31/08/2018;15,0;sim;22,5;sim;30,0;sim;0,0;sim;6;6;;não;;não;4,71;;;;;;;;;4,15;86,03
30/08/2018;14,0;sim;21,0;sim;28,0;sim;0,0;sim;5;5;;não;;não;3,6;;;;;;;;;3,3;90,18
29/08/2018;13,0;sim;19,5;sim;26,0;sim;0,0;sim;4;4;;não;;não;3,03;;;;;;;;;2,88;93,48
28/08/2018;13,0;sim;18,0;sim;23,0;sim;0,0;sim;3;3;;não;;não;2,14;;;;;;;;;2,08;96,36
27/08/2018;11,0;sim;14,0;sim;17,0;sim;0,0;sim;2;2;;não;;não;0,98;;;;;;;;;0,97;98,44
26/08/2018;13,0;sim;14,0;sim;15,0;sim;0,0;sim;1;1;;não;;não;0,59;;;;;;;;;0,59;99,41
25/08/2018;17,0;sim;19,5;sim;22,0;sim;25,0;sim;0;0;;não;;não;1,56;;;;;;;;;1,56;100,0
24/08/2018;17,0;sim;24,0;sim;31,0;sim;4,58;sim;0;15;;não;;não;4,81;;;;;;;;;4,77;83,52
23/08/2018;14,0;sim;21,0;sim;28,0;sim;0,4;sim;1;14;;não;;não;3,55;;;;;;;;;3,08;83,71
22/08/2018;14,0;sim;19,0;sim;24,0;sim;3,33;sim;0;13;;não;;não;2,29;;;;;;;;;2,29;86,39
21/08/2018;14,0;sim;20,5;sim;27,0;sim;0,0;sim;4;12;;não;;não;3,19;;;;;;;;;2,77;85,35
20/08/2018;14,0;sim;20,0;sim;26,0;sim;0,0;sim;3;11;;não;;não;2,87;;;;;;;;;2,56;88,12
19/08/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;2;10;;não;;não;2,56;;;;;;;;;2,35;90,68
18/08/2018;15,0;sim;19,0;sim;23,0;sim;0,0;sim;1;9;;não;;não;1,93;;;;;;;;;1,82;93,03
17/08/2018;16,0;sim;17,0;sim;18,0;sim;1,73;sim;0;8;;não;;não;0,86;;;;;;;;;0,86;94,85
16/08/2018;13,0;sim;16,0;sim;19,0;sim;0,8;sim;1;7;;não;;não;1,2;;;;;;;;;1,18;93,98
15/08/2018;13,0;sim;16,5;sim;20,0;sim;4,23;sim;0;6;;não;;não;1,39;;;;;;;;;1,39;94,36
14/08/2018;13,0;sim;18,5;sim;24,0;sim;0,0;sim;5;5;;não;;não;2,34;;;;;;;;;2,17;91,52
13/08/2018;11,0;sim;15,5;sim;20,0;sim;0,0;sim;4;4;;não;;não;1,52;;;;;;;;;1,43;93,69
12/08/2018;11,0;sim;15,5;sim;20,0;sim;0,0;sim;3;3;;não;;não;1,52;;;;;;;;;1,46;95,12
11/08/2018;11,0;sim;16,0;sim;21,0;sim;0,0;sim;2;2;;não;;não;1,74;;;;;;;;;1,7;96,58
10/08/2018;11,0;sim;16,0;sim;21,0;sim;0,0;sim;1;1;;não;;não;1,74;;;;;;;;;1,72;98,28
09/08/2018;16,0;sim;21,5;sim;27,0;sim;20,68;sim;0;0;;não;;não;2,9;;;;;;;;;2,9;100,0
08/08/2018;12,0;sim;18,0;sim;24,0;sim;0,0;sim;2;2;;não;;não;2,41;;;;;;;;;2,38;97,61
07/08/2018;14,0;sim;16,0;sim;18,0;sim;0,93;sim;1;1;;não;;não;0,94;;;;;;;;;0,94;99,99
06/08/2018;13,0;sim;14,5;sim;16,0;sim;42,33;sim;0;0;;não;;não;0,69;;;;;;;;;0,69;100,0
05/08/2018;16,0;sim;18,0;sim;20,0;sim;5,7;sim;0;2;;não;;não;1,17;;;;;;;;;1,17;100,0
04/08/2018;15,0;sim;18,0;sim;21,0;sim;9,78;sim;0;1;;não;;não;1,43;;;;;;;;;1,43;100,0
03/08/2018;15,0;sim;16,0;sim;17,0;sim;111,5;sim;0;0;;não;;não;0,73;;;;;;;;;0,73;100,0
02/08/2018;13,0;sim;14,5;sim;16,0;sim;2,0;sim;0;2;;não;;não;0,69;;;;;;;;;0,69;100,0
01/08/2018;13,0;sim;16,0;sim;19,0;sim;6,03;sim;0;1;;não;;não;1,16;;;;;;;;;1,16;100,0
31/07/2018;16,0;sim;17,5;sim;19,0;sim;66,95;sim;0;0;;não;;não;0,99;;;;;;;;;0,99;100,0
30/07/2018;17,0;sim;21,5;sim;26,0;sim;8,03;sim;0;47;;não;;não;2,46;;;;;;;;;2,46;39,65
29/07/2018;15,0;sim;23,0;sim;31,0;sim;0,3;sim;8;46;;não;;não;5,01;;;;;;;;;1,94;34,08
28/07/2018;13,0;sim;21,0;sim;29,0;sim;0,0;sim;7;45;;não;;não;4,6;;;;;;;;;1,68;35,72
27/07/2018;15,0;sim;21,0;sim;27,0;sim;0,0;sim;6;44;;não;;não;2,93;;;;;;;;;1,11;37,4
26/07/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;5;43;;não;;não;2,83;;;;;;;;;1,11;38,51
25/07/2018;16,0;sim;19,5;sim;23,0;sim;0,0;sim;4;42;;não;;não;1,76;;;;;;;;;0,7;39,62
24/07/2018;15,0;sim;19,0;sim;23,0;sim;0,0;sim;3;41;;não;;não;1,84;;;;;;;;;0,75;40,32
23/07/2018;17,0;sim;21,5;sim;26,0;sim;0,3;sim;2;40;;não;;não;2,43;;;;;;;;;1,18;41,07
22/07/2018;15,0;sim;18,0;sim;21,0;sim;0,88;sim;1;39;89,0;não;;não;1,4;;;;;;;;;1,1;41,95
21/07/2018;14,0;sim;20,5;sim;27,0;sim;1,5;sim;0;38;59,0;não;;não;3,01;;;;;;;0,0;;2,14;42,17
20/07/2018;15,0;sim;22,5;sim;30,0;sim;0,0;sim;13;37;;não;;não;4,71;;;;;;;;;2,07;42,81
19/07/2018;14,0;sim;21,5;sim;29,0;sim;0,0;sim;12;36;;não;;não;3,66;;;;;;;;;1,67;44,88
18/07/2018;14,0;sim;21,0;sim;28,0;sim;0,0;sim;11;35;;não;;não;3,31;;;;;;;;;1,57;46,55
17/07/2018;13,0;sim;21,0;sim;29,0;sim;0,0;sim;10;34;;não;;não;4,6;;;;;;;;;2,26;48,12
16/07/2018;14,0;sim;21,5;sim;29,0;sim;0,0;sim;9;33;;não;;não;3,64;;;;;;;;;1,87;50,38
15/07/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;8;32;;não;;não;3,19;;;;;;;;;1,7;52,25
14/07/2018;11,0;sim;18,5;sim;26,0;sim;0,0;sim;7;31;;não;;não;2,98;;;;;;;;;1,63;53,95
13/07/2018;10,0;sim;15,0;sim;20,0;sim;0,0;sim;6;30;;não;;não;1,52;;;;;;;;;0,85;55,58
12/07/2018;8,0;sim;13,0;sim;18,0;sim;0,0;sim;5;29;;não;;não;1,25;;;;;;;;;0,71;56,43
11/07/2018;8,0;sim;12,5;sim;17,0;sim;0,0;sim;4;28;;não;;não;1,07;;;;;;;;;0,61;57,14
10/07/2018;11,0;sim;13,0;sim;15,0;sim;0,0;sim;3;27;;não;;não;0,62;;;;;;;;;0,36;57,75
09/07/2018;12,0;sim;16,0;sim;20,0;sim;0,0;sim;2;26;;não;;não;1,37;;;;;;;;;0,8;58,11
08/07/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;1;25;;não;;não;3,06;;;;;;;;;1,83;58,91
07/07/2018;14,0;sim;21,0;sim;28,0;sim;2,33;sim;0;24;78,0;não;;não;3,27;;;;;;;0,0;;2,91;60,74
06/07/2018;18,0;sim;22,5;sim;27,0;sim;0,0;sim;8;23;;não;;não;2,57;;;;;;;;;1,59;61,32
05/07/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;7;22;;não;;não;2,66;;;;;;;;;1,7;62,91
04/07/2018;16,0;sim;20,5;sim;25,0;sim;0,0;sim;6;21;;não;;não;2,2;;;;;;;;;1,44;64,61
03/07/2018;17,0;sim;21,0;sim;25,0;sim;0,13;sim;5;20;;não;;não;2,11;;;;;;;;;1,45;66,05
02/07/2018;15,0;sim;21,0;sim;27,0;sim;0,0;sim;4;19;;não;;não;2,85;;;;;;;;;1,95;67,37
01/07/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;3;18;;não;;não;2,37;;;;;;;;;1,66;69,32
30/06/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;2;17;68,0;não;;não;2,28;;;;;;;0,0;;1,63;70,98
29/06/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;16;;não;;não;2,65;;;;;;;;;1,95;72,61
28/06/2018;18,0;sim;21,5;sim;25,0;sim;1,38;sim;0;15;;não;;não;2,03;;;;;;;;;1,87;74,56
27/06/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;14;14;;não;;não;2,65;;;;;;;;;2,02;75,05
26/06/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;13;13;;não;;não;3,04;;;;;;;;;2,38;77,07
25/06/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;12;12;;não;;não;2,94;;;;;;;;;2,37;79,45
24/06/2018;13,0;sim;20,5;sim;28,0;sim;0,0;sim;11;11;;não;;não;3,36;;;;;;;;;2,79;81,82
23/06/2018;15,0;sim;21,0;sim;27,0;sim;0,0;sim;10;10;;não;;não;2,84;;;;;;;;;2,44;84,61
22/06/2018;14,0;sim;19,5;sim;25,0;sim;0,0;sim;9;9;;não;;não;2,37;;;;;;;;;2,09;87,05
21/06/2018;14,0;sim;20,0;sim;26,0;sim;0,0;sim;8;8;;não;;não;2,64;;;;;;;;;2,38;89,14
20/06/2018;16,0;sim;21,0;sim;26,0;sim;0,0;sim;7;7;;não;;não;2,46;;;;;;;;;2,28;91,52
19/06/2018;15,0;sim;19,5;sim;24,0;sim;0,0;sim;6;6;;não;;não;2,02;;;;;;;;;1,91;93,8
18/06/2018;13,0;sim;16,5;sim;20,0;sim;0,0;sim;5;5;;não;;não;1,3;;;;;;;;;1,26;95,71
17/06/2018;13,0;sim;16,0;sim;19,0;sim;0,0;sim;4;4;;não;;não;1,11;;;;;;;;;1,08;96,97
16/06/2018;13,0;sim;15,0;sim;17,0;sim;0,55;sim;3;3;;não;;não;0,8;;;;;;;;;0,79;98,05
15/06/2018;15,0;sim;17,5;sim;20,0;sim;0,25;sim;2;2;;não;;não;1,17;;;;;;;;;1,16;98,29
14/06/2018;14,0;sim;16,0;sim;18,0;sim;0,1;sim;1;1;;não;;não;0,9;;;;;;;;;0,9;99,2
13/06/2018;20,0;sim;23,0;sim;26,0;sim;60,23;sim;0;0;;não;;não;2,11;;;;;;;;;2,11;100,0
12/06/2018;19,0;sim;24,0;sim;29,0;sim;13,95;sim;0;0;;não;;não;3,05;;;;;;;;;3,05;100,0
11/06/2018;14,0;sim;20,5;sim;27,0;sim;0,03;sim;1;4;;não;;não;2,95;;;;;;;;;2,81;93,82
10/06/2018;16,0;sim;22,0;sim;28,0;sim;1,88;sim;0;3;;não;;não;3,05;;;;;;;;;3,02;96,6
09/06/2018;13,0;sim;19,0;sim;25,0;sim;0,18;sim;1;2;;não;;não;2,47;;;;;;;;;2,44;97,74
08/06/2018;13,0;sim;17,0;sim;21,0;sim;5,3;sim;0;1;;não;;não;1,5;;;;;;;;;1,5;100,0
07/06/2018;14,0;sim;18,5;sim;23,0;sim;85,33;sim;0;0;;não;;não;1,87;;;;;;;;;1,87;100,0
06/06/2018;14,0;sim;17,0;sim;20,0;sim;0,53;sim;1;1;;não;;não;1,24;;;;;;;;;1,03;69,78
05/06/2018;13,0;sim;16,5;sim;20,0;sim;18,15;sim;0;0;;não;;não;1,31;;;;;;;;;1,31;70,28
04/06/2018;14,0;sim;17,0;sim;20,0;sim;9,28;sim;0;16;;não;;não;1,24;;;;;;;;;1,24;53,44
03/06/2018;16,0;sim;18,0;sim;20,0;sim;3,65;sim;0;15;;não;;não;1,12;;;;;;;;;1,12;45,4
02/06/2018;19,0;sim;23,5;sim;28,0;sim;3,33;sim;0;14;;não;;não;2,77;;;;;;;;;2,77;42,87
01/06/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;7;13;;não;;não;2,77;;;;;;;;;1,19;42,31
31/05/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;6;12;;não;;não;2,58;;;;;;;;;1,13;43,5
30/05/2018;14,0;sim;19,0;sim;24,0;sim;0,0;sim;5;11;;não;;não;2,14;;;;;;;;;0,97;44,63
29/05/2018;13,0;sim;18,5;sim;24,0;sim;0,0;sim;4;10;;não;;não;2,22;;;;;;;;;1,02;45,6
28/05/2018;13,0;sim;18,0;sim;23,0;sim;0,0;sim;3;9;;não;;não;1,97;;;;;;92,0;;;0,93;46,62
27/05/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;2;8;;não;;não;2,32;;;;;;;;;1,12;47,55
26/05/2018;15,0;sim;19,5;sim;24,0;sim;0,0;sim;1;7;;não;;não;2,06;;;;;;;;;1,01;48,67
25/05/2018;16,0;sim;19,0;sim;22,0;sim;1,93;sim;0;6;;não;;não;1,53;;;;;;;;;1,53;49,68
24/05/2018;13,0;sim;18,5;sim;24,0;sim;0,0;sim;5;5;;não;;não;2,24;;;;;;;;;1,12;49,28
23/05/2018;14,0;sim;19,0;sim;24,0;sim;0,0;sim;4;4;;não;;não;2,16;;;;;;;;;1,1;50,4
22/05/2018;12,0;sim;18,0;sim;24,0;sim;0,0;sim;3;3;;não;;não;2,33;;;;;;;;;1,21;51,5
21/05/2018;9,0;sim;14,0;sim;19,0;sim;0,0;sim;2;2;;não;;não;1,4;;;;;;;;;0,75;52,71
20/05/2018;8,0;sim;14,0;sim;20,0;sim;0,0;sim;1;1;;não;;não;1,68;;;;;;;;;0,9;53,46
19/05/2018;16,0;sim;21,0;sim;26,0;sim;18,68;sim;0;0;;não;;não;2,53;;;;;;;;;2,53;54,36
18/05/2018;18,0;sim;23,0;sim;28,0;sim;0,18;sim;33;33;;não;;não;2,93;;;;;;;;;1,25;38,21
17/05/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;32;32;;não;;não;2,09;;;;;;;;;0,83;39,28
16/05/2018;17,0;sim;21,0;sim;25,0;sim;0,83;sim;31;31;;não;;não;2,18;;;;;;;;;1,37;40,11
15/05/2018;16,0;sim;21,0;sim;26,0;sim;0,35;sim;30;30;;não;;não;2,55;;;;;;;;;1,26;40,65
14/05/2018;17,0;sim;21,5;sim;26,0;sim;0,0;sim;29;29;;não;;não;2,46;;;;;;;;;1,03;41,56
13/05/2018;17,0;sim;20,5;sim;24,0;sim;0,0;sim;28;28;;não;;não;1,94;;;;;;;;;0,84;42,59
12/05/2018;19,0;sim;22,5;sim;26,0;sim;0,3;sim;27;27;;não;;não;2,28;;;;;;;;;1,16;43,43
11/05/2018;16,0;sim;22,0;sim;28,0;sim;0,3;sim;26;26;;não;;não;3,17;;;;;;;;;1,59;44,29
10/05/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;25;25;;não;;não;2,87;;;;;;;;;1,33;45,58
09/05/2018;18,0;sim;22,0;sim;26,0;sim;0,0;sim;24;24;;não;;não;2,39;;;;;;;;;1,14;46,91
08/05/2018;18,0;sim;21,0;sim;24,0;sim;0,88;sim;23;23;;não;;não;1,88;;;;;;;;;1,36;48,05
07/05/2018;16,0;sim;20,5;sim;25,0;sim;0,0;sim;22;22;;não;;não;2,3;;;;;;;;;1,13;48,53
06/05/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;21;21;;não;;não;2,79;;;;;;;;;1,4;49,66
05/05/2018;18,0;sim;24,0;sim;30,0;sim;0,0;sim;20;20;;não;;não;3,66;;;;;;;;;1,91;51,06
04/05/2018;19,0;sim;24,5;sim;30,0;sim;0,0;sim;19;19;;não;;não;3,55;;;;;;;;;1,91;52,97
03/05/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;18;18;;não;;não;3,22;;;;;;;;;1,8;54,88
02/05/2018;19,0;sim;23,0;sim;27,0;sim;0,0;sim;17;17;;não;;não;2,61;;;;;;;;;1,5;56,68
01/05/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;16;16;;não;;não;2,92;;;;;;;;;1,72;58,18
30/04/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;15;15;;não;;não;3,13;;;;;;;;;1,9;59,9
29/04/2018;18,0;sim;23,0;sim;28,0;sim;0,0;sim;14;14;;não;;não;3,03;;;;;;;;;1,91;61,8
28/04/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;13;13;;não;;não;3,26;;;;;;;;;2,11;63,71
27/04/2018;19,0;sim;24,0;sim;29,0;sim;0,03;sim;12;12;;não;;não;3,26;;;;;;;;;2,19;65,82
26/04/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;11;11;;não;;não;3,5;;;;;;;;;2,42;67,98
25/04/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;10;10;;não;;não;3,39;;;;;;;;;2,43;70,4
24/04/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;9;9;;não;;não;2,86;;;;;;;;;2,11;72,83
23/04/2018;18,0;sim;22,5;sim;27,0;sim;0,0;sim;8;8;;não;;não;2,76;;;;;;;;;2,1;74,94
22/04/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;7;7;;não;;não;2,77;;;;;;;;;2,16;77,04
21/04/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;6;6;;não;;não;2,77;;;;;;;;;2,22;79,2
20/04/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;5;5;;não;;não;3,31;;;;;;;;;2,74;81,42
19/04/2018;14,0;sim;20,0;sim;26,0;sim;0,0;sim;4;4;74,0;não;;não;2,89;;;;;0,0;;0,0;;2,47;84,16
18/04/2018;15,0;sim;21,0;sim;27,0;sim;0,0;sim;3;3;;não;;não;3,11;;;;;;;;;2,74;86,63
17/04/2018;16,0;sim;19,5;sim;23,0;sim;0,0;sim;2;2;;não;;não;1,88;;;;;;;;;1,69;89,37
16/04/2018;18,0;sim;20,5;sim;23,0;sim;0,33;sim;1;1;;não;;não;1,72;;;;;;;;;1,61;91,06
15/04/2018;19,0;sim;22,0;sim;25,0;sim;20,05;sim;0;0;;não;;não;2,14;;;;;;;;;2,14;92,34
14/04/2018;19,0;sim;23,5;sim;28,0;sim;5,75;sim;0;14;;não;;não;3,03;;;;;;;;;3,03;74,43
13/04/2018;18,0;sim;24,5;sim;31,0;sim;0,0;sim;10;13;;não;;não;4,71;;;;;;;;;3,45;71,71
12/04/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;9;12;;não;;não;3,49;;;;;;;;;2,67;75,16
11/04/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;8;11;;não;;não;3,5;;;;;;;;;2,78;77,83
10/04/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;7;10;;não;;não;3,39;;;;;;;;;2,78;80,61
09/04/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;6;9;;não;;não;3,06;;;;;;;;;2,59;83,39
08/04/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;5;8;;não;;não;3,4;;;;;;;;;2,97;85,98
07/04/2018;19,0;sim;23,0;sim;27,0;sim;0,0;sim;4;7;;não;;não;2,76;;;;;;;;;2,49;88,95
06/04/2018;18,0;sim;23,0;sim;28,0;sim;0,0;sim;3;6;;não;;não;3,19;;;;;;;;;2,96;91,44
05/04/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;2;5;;não;;não;3,09;;;;;;;;;2,97;94,4
04/04/2018;20,0;sim;23,5;sim;27,0;sim;0,0;sim;1;4;;não;;não;2,67;;;;;;;;;2,63;97,37
03/04/2018;21,0;sim;23,5;sim;26,0;sim;2,5;sim;0;3;;não;;não;2,29;;;;;;;;;2,29;100,0
02/04/2018;22,0;sim;25,5;sim;29,0;sim;6,78;sim;0;2;;não;;não;3,11;;;;;;;;;3,11;100,0
01/04/2018;21,0;sim;24,5;sim;28,0;sim;0,73;sim;1;1;;não;;não;2,9;;;;;;;;;2,88;97,85
31/03/2018;20,0;sim;24,5;sim;29,0;sim;15,58;sim;0;0;;não;;não;3,35;;;;;;;;;3,35;100,0
30/03/2018;20,0;sim;24,0;sim;28,0;sim;20,05;sim;0;0;;não;;não;3,02;;;;;;;;;3,02;100,0
29/03/2018;20,0;sim;25,0;sim;30,0;sim;8,4;sim;0;2;;não;;não;3,72;;;;;;;;;3,72;100,0
28/03/2018;18,0;sim;23,5;sim;29,0;sim;9,5;sim;0;1;;não;;não;3,61;;;;;;;;;3,61;100,0
27/03/2018;22,0;sim;24,5;sim;27,0;sim;14,9;sim;0;0;;não;;não;2,52;;;;;;;;;2,52;100,0
26/03/2018;21,0;sim;25,5;sim;30,0;sim;4,38;sim;0;5;;não;;não;3,62;;;;;;;;;3,62;89,28
25/03/2018;21,0;sim;26,0;sim;31,0;sim;0,0;sim;1;4;;não;;não;4,01;;;;;;;;;3,63;88,52
24/03/2018;21,0;sim;26,0;sim;31,0;sim;2,23;sim;0;3;;não;;não;4,02;;;;;;;;;3,89;92,15
23/03/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;2;2;;não;;não;3,77;;;;;;;;;3,6;93,81
22/03/2018;21,0;sim;24,0;sim;27,0;sim;0,03;sim;1;1;;não;;não;2,65;;;;;;;;;2,62;97,41
21/03/2018;22,0;sim;26,0;sim;30,0;sim;13,4;sim;0;0;;não;;não;3,54;;;;;;;;;3,54;100,0
20/03/2018;21,0;sim;25,0;sim;29,0;sim;21,9;sim;0;0;;não;;não;3,31;;;;;;;;;3,31;100,0
19/03/2018;21,0;sim;26,5;sim;32,0;sim;10,95;sim;0;0;;não;;não;4,71;;;;;;;;;4,71;96,3
18/03/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;3;3;;não;;não;3,81;;;;;;;;;3,5;90,06
17/03/2018;21,0;sim;26,0;sim;31,0;sim;0,0;sim;2;2;;não;;não;4,08;;;;;;;;;3,89;93,56
16/03/2018;23,0;sim;26,5;sim;30,0;sim;0,88;sim;1;1;;não;;não;3,46;;;;;;;;;3,43;97,45
15/03/2018;24,0;sim;27,5;sim;31,0;sim;22,13;sim;0;0;;não;;não;3,71;;;;;;;;;3,71;100,0
14/03/2018;23,0;sim;26,5;sim;30,0;sim;44,63;sim;0;0;;não;;não;3,48;;;;;;;;;3,48;100,0
13/03/2018;21,0;sim;25,5;sim;30,0;sim;0,03;sim;1;11;;não;;não;3,73;;;;;;;;;3,16;83,1
12/03/2018;21,0;sim;25,0;sim;29,0;sim;1,85;sim;0;10;;não;;não;3,37;;;;;;;;;3,18;86,23
11/03/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;4;9;;não;;não;3,87;;;;;;88,0;;0,0;3,45;87,56
10/03/2018;20,0;sim;24,0;sim;28,0;sim;0,13;sim;3;8;;não;;não;3,15;;;;;;;;;2,92;91,01
09/03/2018;20,0;sim;23,5;sim;27,0;sim;0,0;sim;2;7;;não;;não;2,83;;;;;;;;;2,69;93,8
08/03/2018;21,0;sim;24,5;sim;28,0;sim;0,1;sim;1;6;;não;;não;3,06;;;;;;;;;3,0;96,49
07/03/2018;21,0;sim;25,0;sim;29,0;sim;3,3;sim;0;5;;não;;não;3,41;;;;;;;;;3,41;99,39
06/03/2018;21,0;sim;26,0;sim;31,0;sim;8,1;sim;0;4;;não;;não;4,17;;;;;;;;;4,17;99,5
05/03/2018;21,0;sim;26,0;sim;31,0;sim;2,4;sim;0;3;;não;;não;4,18;;;;;;;;;4,12;95,57
04/03/2018;22,0;sim;26,0;sim;30,0;sim;1,75;sim;0;2;;não;;não;3,67;;;;;;;;;3,63;97,29
03/03/2018;22,0;sim;26,0;sim;30,0;sim;2,85;sim;0;1;;não;;não;3,68;;;;;;;;;3,68;99,17
02/03/2018;22,0;sim;26,5;sim;31,0;sim;23,68;sim;0;0;;não;;não;4,08;;;;;;96,0;;;4,08;100,0
01/03/2018;21,0;sim;26,0;sim;31,0;sim;0,48;sim;3;3;;não;;não;4,22;;;;;;;;;3,7;84,5
28/02/2018;19,0;sim;25,0;sim;31,0;sim;0,0;sim;2;2;;não;;não;4,6;;;;;;;;;4,13;87,72
27/02/2018;19,0;sim;24,0;sim;29,0;sim;0,23;sim;1;1;;não;;não;3,71;;;;;;;;;3,48;91,85
26/02/2018;20,0;sim;24,0;sim;28,0;sim;14,53;sim;0;0;;não;;não;3,23;;;;;;;;;3,23;95,1
25/02/2018;18,0;sim;22,5;sim;27,0;sim;0,0;sim;4;11;;não;;não;3,13;;;;;;;;;2,67;83,8
24/02/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;3;10;;não;;não;3,37;;;;;;;;;2,96;86,47
23/02/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;2;9;;não;;não;3,37;;;;;;;;;3,07;89,43
22/02/2018;21,0;sim;25,5;sim;30,0;sim;0,23;sim;1;8;;não;;não;3,88;;;;;;;;;3,66;92,5
21/02/2018;21,0;sim;25,5;sim;30,0;sim;2,13;sim;0;7;;não;;não;3,89;;;;;;;;;3,84;95,93
20/02/2018;20,0;sim;24,0;sim;28,0;sim;9,38;sim;0;6;;não;;não;3,27;;;;;;;;;3,27;97,64
19/02/2018;18,0;sim;22,5;sim;27,0;sim;1,18;sim;0;5;;não;;não;3,16;;;;;;;;;3,01;91,53
18/02/2018;20,0;sim;22,0;sim;24,0;sim;7,03;sim;0;4;;não;;não;2,03;;;;;;;;;2,03;93,36
17/02/2018;18,0;sim;22,5;sim;27,0;sim;0,13;sim;3;3;;não;;não;3,17;;;;;;92,0;;;2,85;88,36
16/02/2018;18,0;sim;21,5;sim;25,0;sim;0,0;sim;2;2;;não;;não;2,52;;;;;;;;;2,33;91,08
15/02/2018;18,0;sim;21,0;sim;24,0;sim;0,53;sim;1;1;;não;;não;2,23;;;;;;;;;2,13;93,41
14/02/2018;19,0;sim;20,5;sim;22,0;sim;15,23;sim;0;0;;não;;não;1,62;;;;;;;;;1,62;95,01
13/02/2018;18,0;sim;21,0;sim;24,0;sim;4,33;sim;0;15;;não;;não;2,24;;;;;;;;;2,24;81,4
12/02/2018;23,0;sim;27,5;sim;32,0;sim;0,0;sim;1;14;;não;;não;4,5;;;;;;;;;3,65;79,31
11/02/2018;20,0;sim;25,5;sim;31,0;sim;7,18;sim;0;13;;não;;não;4,51;;;;;;;;;4,51;82,96
10/02/2018;19,0;sim;24,5;sim;30,0;sim;9,3;sim;0;12;;não;;não;4,23;;;;;;;;;4,23;80,29
09/02/2018;19,0;sim;26,0;sim;33,0;sim;0,0;sim;1;11;;não;;não;5,2;;;;;;;;;4,01;75,22
08/02/2018;17,0;sim;23,5;sim;30,0;sim;4,83;sim;0;10;;não;;não;4,53;;;;;;;;;4,53;79,23
07/02/2018;19,0;sim;24,0;sim;29,0;sim;0,0;sim;8;9;;não;;não;3,85;;;;;;;;;3,1;78,93
06/02/2018;18,0;sim;21,0;sim;24,0;sim;0,53;sim;7;8;;não;;não;2,27;;;;;;;;;1,97;82,03
05/02/2018;18,0;sim;22,0;sim;26,0;sim;0,03;sim;6;7;;não;;não;2,9;;;;;;;;;2,46;83,47
